opco,dbTechnology,hostName,variant,tenatnId,dbType,dbVersion,memberStatus,clusterName,port,instanceType,databseRole,isClustered,patchCompliance,env,physMemory,totalCPUs,dbSizeMB,encAtRest,encTechnique,backupMethod,isExternalFacing,sslEnabled,databaseTier,auditCompliance,isDBaaS,dbaasVendor,lastChangeDate
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-132-243.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1293.73046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-149-29.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","1293.73046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-141-232.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1293.73046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMMC152.ip-10-236-132-243.ec2.internal.27152","traditional","4.0.12","Active","REPMMC152","27152","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","105.66015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMMC152.ip-10-236-149-29.ec2.internal.27152","traditional","4.0.12","Active","REPMMC152","27152","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","105.66015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMMC152.ip-10-236-141-232.ec2.internal.27152","traditional","4.0.12","Active","REPMMC152","27152","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","105.66015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-132-243.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","73354.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-149-29.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","73354.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-141-232.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","73354.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH057.ip-10-236-132-243.ec2.internal.27057","traditional","4.0.12","Active","REPENH057","27057","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","3876.9921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH057.ip-10-236-149-29.ec2.internal.27057","traditional","4.0.12","Active","REPENH057","27057","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","3876.9921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH057.ip-10-236-141-232.ec2.internal.27057","traditional","4.0.12","Active","REPENH057","27057","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","3876.9921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-132-243.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","176.7890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-149-29.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","176.7890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-141-232.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","176.7890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH047.ip-10-236-132-243.ec2.internal.27047","traditional","4.0.12","Active","REPENH047","27047","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","3440.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH047.ip-10-236-149-29.ec2.internal.27047","traditional","4.0.12","Active","REPENH047","27047","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","3440.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH047.ip-10-236-141-232.ec2.internal.27047","traditional","4.0.12","Active","REPENH047","27047","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","3440.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH058.ip-10-236-132-243.ec2.internal.27058","traditional","4.0.12","Active","REPENH058","27058","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","178.796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH058.ip-10-236-149-29.ec2.internal.27058","traditional","4.0.12","Active","REPENH058","27058","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","178.796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH058.ip-10-236-141-232.ec2.internal.27058","traditional","4.0.12","Active","REPENH058","27058","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","178.796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH059.ip-10-236-132-243.ec2.internal.27059","traditional","4.0.12","Active","REPENH059","27059","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","179.734375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH059.ip-10-236-149-29.ec2.internal.27059","traditional","4.0.12","Active","REPENH059","27059","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","179.734375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH059.ip-10-236-141-232.ec2.internal.27059","traditional","4.0.12","Active","REPENH059","27059","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","179.734375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-132-243.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","275.8671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-149-29.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","275.8671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-141-232.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","275.8671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPBOF000.ip-10-236-132-243.ec2.internal.27100","traditional","4.0.12","Active","REPBOF000","27100","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","486.51953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPBOF000.ip-10-236-149-29.ec2.internal.27100","traditional","4.0.12","Active","REPBOF000","27100","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","486.51953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPBOF000.ip-10-236-141-232.ec2.internal.27100","traditional","4.0.12","Active","REPBOF000","27100","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","486.51953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMMC150.ip-10-236-132-243.ec2.internal.27150","traditional","4.0.12","Active","REPMMC150","27150","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","102.44140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMMC150.ip-10-236-149-29.ec2.internal.27150","traditional","4.0.12","Active","REPMMC150","27150","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","102.44140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMMC150.ip-10-236-141-232.ec2.internal.27150","traditional","4.0.12","Active","REPMMC150","27150","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","102.44140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH064.ip-10-236-132-243.ec2.internal.27064","traditional","4.0.12","Active","REPENH064","27064","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","129405.20703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH064.ip-10-236-149-29.ec2.internal.27064","traditional","4.0.12","Active","REPENH064","27064","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","129405.20703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH064.ip-10-236-141-232.ec2.internal.27064","traditional","4.0.12","Active","REPENH064","27064","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","129405.20703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-132-243.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","34899.11328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-149-29.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","34899.11328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-141-232.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","34899.11328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH049.ip-10-236-132-243.ec2.internal.27049","traditional","4.0.12","Active","REPENH049","27049","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1054.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH049.ip-10-236-149-29.ec2.internal.27049","traditional","4.0.12","Active","REPENH049","27049","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1054.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH049.ip-10-236-141-232.ec2.internal.27049","traditional","4.0.12","Active","REPENH049","27049","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","1054.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMMP123.ip-10-236-132-243.ec2.internal.27123","traditional","4.0.12","Active","REPMMP123","27123","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1097.68359375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMMP123.ip-10-236-149-29.ec2.internal.27123","traditional","4.0.12","Active","REPMMP123","27123","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","1097.68359375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMMP123.ip-10-236-141-232.ec2.internal.27123","traditional","4.0.12","Active","REPMMP123","27123","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","1097.68359375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPENH048.ip-10-236-132-243.ec2.internal.27048","traditional","4.0.12","Active","REPENH048","27048","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","273.9296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPENH048.ip-10-236-149-29.ec2.internal.27048","traditional","4.0.12","Active","REPENH048","27048","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","273.9296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPENH048.ip-10-236-141-232.ec2.internal.27048","traditional","4.0.12","Active","REPENH048","27048","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","273.9296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOSESSION.ip-10-236-132-243.ec2.internal.27146","traditional","4.0.12","Active","REPDEMOMONGOSESSION","27146","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","108.578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOSESSION.ip-10-236-149-29.ec2.internal.27146","traditional","4.0.12","Active","REPDEMOMONGOSESSION","27146","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","108.578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOSESSION.ip-10-236-141-232.ec2.internal.27146","traditional","4.0.12","Active","REPDEMOMONGOSESSION","27146","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","108.578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMMC151.ip-10-236-132-243.ec2.internal.27151","traditional","4.0.12","Active","REPMMC151","27151","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","102.19921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMMC151.ip-10-236-149-29.ec2.internal.27151","traditional","4.0.12","Active","REPMMC151","27151","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","102.19921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMMC151.ip-10-236-141-232.ec2.internal.27151","traditional","4.0.12","Active","REPMMC151","27151","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","102.19921875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPPEC054.ip-10-236-132-243.ec2.internal.27054","traditional","4.0.12","Active","REPPEC054","27054","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","174.8046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPPEC054.ip-10-236-149-29.ec2.internal.27054","traditional","4.0.12","Active","REPPEC054","27054","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","174.8046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPPEC054.ip-10-236-141-232.ec2.internal.27054","traditional","4.0.12","Active","REPPEC054","27054","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","174.8046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPPOLICY080.ip-10-236-132-243.ec2.internal.27080","traditional","4.0.12","Active","REPPOLICY080","27080","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","624.71484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPPOLICY080.ip-10-236-149-29.ec2.internal.27080","traditional","4.0.12","Active","REPPOLICY080","27080","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","624.71484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPPOLICY080.ip-10-236-141-232.ec2.internal.27080","traditional","4.0.12","Active","REPPOLICY080","27080","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","624.71484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-132-243.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","2476.765625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-149-29.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","2476.765625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-141-232.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","2476.765625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOAPP.ip-10-236-132-243.ec2.internal.27143","traditional","4.0.12","Active","REPDEMOMONGOAPP","27143","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","108.58203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOAPP.ip-10-236-149-29.ec2.internal.27143","traditional","4.0.12","Active","REPDEMOMONGOAPP","27143","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","108.58203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPDEMOMONGOAPP.ip-10-236-141-232.ec2.internal.27143","traditional","4.0.12","Active","REPDEMOMONGOAPP","27143","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","108.58203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPPEC055.ip-10-236-132-243.ec2.internal.27055","traditional","4.0.12","Active","REPPEC055","27055","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","7548.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPPEC055.ip-10-236-149-29.ec2.internal.27055","traditional","4.0.12","Active","REPPEC055","27055","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","7548.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPPEC055.ip-10-236-141-232.ec2.internal.27055","traditional","4.0.12","Active","REPPEC055","27055","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","7548.6484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Sat, 25 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMBMFE069.ip-10-236-132-243.ec2.internal.27069","traditional","4.0.12","Active","REPMBMFE069","27069","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","16634.109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMBMFE069.ip-10-236-149-29.ec2.internal.27069","traditional","4.0.12","Active","REPMBMFE069","27069","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","16634.109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-141-232.ec2.internal","Enterprise","mongo.rs.REPMBMFE069.ip-10-236-141-232.ec2.internal.27069","traditional","4.0.12","Active","REPMBMFE069","27069","mongo.rs","PRIMARY","Yes","No","dev","133483876352","16","16634.109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-132-243.ec2.internal","Enterprise","mongo.rs.REPMOB079.ip-10-236-132-243.ec2.internal.27079","traditional","4.0.12","Active","REPMOB079","27079","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","6950.046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-149-29.ec2.internal","Enterprise","mongo.rs.REPMOB079.ip-10-236-149-29.ec2.internal.27079","traditional","4.0.12","Active","REPMOB079","27079","mongo.rs","SECONDARY","Yes","No","dev","133483876352","16","6950.046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
