opco,dbTechnology,hostName,variant,tenatnId,dbType,dbVersion,memberStatus,clusterName,port,instanceType,databseRole,isClustered,patchCompliance,env,physMemory,totalCPUs,dbSizeMB,encAtRest,encTechnique,backupMethod,isExternalFacing,sslEnabled,databaseTier,auditCompliance,isDBaaS,dbaasVendor,lastChangeDate
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-107-47.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","119706.1953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-89-48.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","119706.1953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPMOB078.ip-10-236-75-137.ec2.internal.27078","traditional","4.0.12","Active","REPMOB078","27078","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","119706.1953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPBRAIN110.ip-10-236-107-47.ec2.internal.27110","traditional","4.0.12","Active","REPBRAIN110","27110","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","184.33203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPBRAIN110.ip-10-236-89-48.ec2.internal.27110","traditional","4.0.12","Active","REPBRAIN110","27110","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","184.33203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPBRAIN110.ip-10-236-75-137.ec2.internal.27110","traditional","4.0.12","Active","REPBRAIN110","27110","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","184.33203125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-107-47.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1012.28125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-89-48.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","1012.28125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPAIGH105.ip-10-236-75-137.ec2.internal.27105","traditional","4.0.12","Active","REPAIGH105","27105","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1012.28125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-107-47.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","156.90625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-89-48.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","156.90625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-75-137.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","156.90625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-107-47.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","130.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-89-48.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","130.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-75-137.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","130.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-107-47.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","130.6328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-89-48.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","130.6328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-75-137.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","130.6328125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPMER021.ip-10-236-107-47.ec2.internal.27021","traditional","4.0.12","Active","REPMER021","27021","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","1349.73828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPMER021.ip-10-236-89-48.ec2.internal.27021","traditional","4.0.12","Active","REPMER021","27021","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1349.73828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPMER021.ip-10-236-75-137.ec2.internal.27021","traditional","4.0.12","Active","REPMER021","27021","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1349.73828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPAIM040.ip-10-236-107-47.ec2.internal.27040","traditional","4.0.12","Active","REPAIM040","27040","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","271.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPAIM040.ip-10-236-89-48.ec2.internal.27040","traditional","4.0.12","Active","REPAIM040","27040","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","271.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPAIM040.ip-10-236-75-137.ec2.internal.27040","traditional","4.0.12","Active","REPAIM040","27040","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","271.62109375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPMER020.ip-10-236-107-47.ec2.internal.27020","traditional","4.0.12","Active","REPMER020","27020","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","8012.78125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPMER020.ip-10-236-89-48.ec2.internal.27020","traditional","4.0.12","Active","REPMER020","27020","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","8012.78125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPMER020.ip-10-236-75-137.ec2.internal.27020","traditional","4.0.12","Active","REPMER020","27020","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","8012.78125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPMER023.ip-10-236-107-47.ec2.internal.27023","traditional","4.0.12","Active","REPMER023","27023","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","129.546875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPMER023.ip-10-236-89-48.ec2.internal.27023","traditional","4.0.12","Active","REPMER023","27023","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","129.546875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPMER023.ip-10-236-75-137.ec2.internal.27023","traditional","4.0.12","Active","REPMER023","27023","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","129.546875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-107-47.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","4415.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-89-48.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","4415.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-75-137.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","4415.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPMARKETPRICER046.ip-10-236-107-47.ec2.internal.27046","traditional","4.0.12","Active","REPMARKETPRICER046","27046","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","2959.01171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPMARKETPRICER046.ip-10-236-89-48.ec2.internal.27046","traditional","4.0.12","Active","REPMARKETPRICER046","27046","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2959.01171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPMARKETPRICER046.ip-10-236-75-137.ec2.internal.27046","traditional","4.0.12","Active","REPMARKETPRICER046","27046","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2959.01171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-107-47.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","103523.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-89-48.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","103523.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPGBMA062.ip-10-236-75-137.ec2.internal.27062","traditional","4.0.12","Active","REPGBMA062","27062","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","103523.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-107-47.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1528.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-89-48.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","1528.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-75-137.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1528.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPASG141.ip-10-236-107-47.ec2.internal.27141","traditional","4.0.12","Active","REPASG141","27141","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","353.22265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPASG141.ip-10-236-89-48.ec2.internal.27141","traditional","4.0.12","Active","REPASG141","27141","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","353.22265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPASG141.ip-10-236-75-137.ec2.internal.27141","traditional","4.0.12","Active","REPASG141","27141","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","353.22265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPCOG135.ip-10-236-107-47.ec2.internal.27135","traditional","4.0.12","Active","REPCOG135","27135","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","176.81640625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPCOG135.ip-10-236-89-48.ec2.internal.27135","traditional","4.0.12","Active","REPCOG135","27135","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","176.81640625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPCOG135.ip-10-236-75-137.ec2.internal.27135","traditional","4.0.12","Active","REPCOG135","27135","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","176.81640625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPJAT132.ip-10-236-107-47.ec2.internal.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPJAT132.ip-10-236-89-48.ec2.internal.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbex25v0034","Enterprise","mongo.rs.REPJAT132.gbex25v0034.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","N/A","Yes","No","uat","33547907072","4","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbex25v0029","Enterprise","mongo.rs.REPJAT132.gbex25v0029.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","N/A","Yes","No","uat","33547907072","4","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbex25v0035","Enterprise","mongo.rs.REPJAT132.gbex25v0035.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","N/A","Yes","No","uat","33547907072","4","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPJAT132.ip-10-236-75-137.ec2.internal.27132","traditional","4.0.12","Active","REPJAT132","27132","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","147.65234375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPHRTC133.ip-10-236-107-47.ec2.internal.27133","traditional","4.0.12","Active","REPHRTC133","27133","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2245.6953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPHRTC133.ip-10-236-89-48.ec2.internal.27133","traditional","4.0.12","Active","REPHRTC133","27133","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","2245.6953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPHRTC133.ip-10-236-75-137.ec2.internal.27133","traditional","4.0.12","Active","REPHRTC133","27133","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2245.6953125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-107-47.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1120.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-89-48.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","1120.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-75-137.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","1120.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPDSS138.ip-10-236-107-47.ec2.internal.27138","traditional","4.0.12","Active","REPDSS138","27138","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","204.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPDSS138.ip-10-236-89-48.ec2.internal.27138","traditional","4.0.12","Active","REPDSS138","27138","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","204.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPDSS138.ip-10-236-75-137.ec2.internal.27138","traditional","4.0.12","Active","REPDSS138","27138","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","204.4140625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPDAC112.ip-10-236-107-47.ec2.internal.27112","traditional","4.0.12","Active","REPDAC112","27112","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","167.62890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPDAC112.ip-10-236-89-48.ec2.internal.27112","traditional","4.0.12","Active","REPDAC112","27112","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","167.62890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPDAC112.ip-10-236-75-137.ec2.internal.27112","traditional","4.0.12","Active","REPDAC112","27112","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","167.62890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPKF101.ip-10-236-107-47.ec2.internal.27101","traditional","4.0.12","Active","REPKF101","27101","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2717.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPKF101.ip-10-236-89-48.ec2.internal.27101","traditional","4.0.12","Active","REPKF101","27101","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","2717.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPKF101.ip-10-236-75-137.ec2.internal.27101","traditional","4.0.12","Active","REPKF101","27101","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","2717.53515625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPVODS.ip-10-236-107-47.ec2.internal.27131","traditional","4.0.12","Active","REPVODS","27131","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","4926.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPVODS.ip-10-236-89-48.ec2.internal.27131","traditional","4.0.12","Active","REPVODS","27131","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","4926.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-75-137.ec2.internal","Enterprise","mongo.rs.REPVODS.ip-10-236-75-137.ec2.internal.27131","traditional","4.0.12","Active","REPVODS","27131","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","4926.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-107-47.ec2.internal","Enterprise","mongo.rs.REPGBM112.ip-10-236-107-47.ec2.internal.27122","traditional","4.0.12","Active","REPGBM112","27122","mongo.rs","SECONDARY","Yes","No","uat","267355172864","32","227.6171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-89-48.ec2.internal","Enterprise","mongo.rs.REPGBM112.ip-10-236-89-48.ec2.internal.27122","traditional","4.0.12","Active","REPGBM112","27122","mongo.rs","PRIMARY","Yes","No","uat","267355172864","32","227.6171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
